SKILLCOSTS: 1 0  => 0x0
SKILLCREATE: "Legionnaire AirAffinity IV" "Attack" "Standard"  => 0x106d
SKILLCREATE: "Legionnaire AirAffinity III" "Attack" "Standard"  => 0x106e
SKILLCREATE: "Legionnaire AirAffinity II" "Attack" "Standard"  => 0x106f
SKILLCREATE: "Legionnaire AirAffinity I" "Attack" "Standard"  => 0x1070
SKILLCREATE: "Item SuperRange" "Innate" "Status"  => 0x1071
SKILLCREATE: "Item StrengthUPWithDamage" "Innate" "Status"  => 0x1072
SKILLCREATE: "Item StrengthUP" "Innate" "Status"  => 0x1073
SKILLCREATE: "Item SpecialRewards" "Innate" "Status"  => 0x1074
SKILLCREATE: "Item RegenHP" "Innate" "Status"  => 0x1075
SKILLCREATE: "Item RangeUP" "Innate" "Status"  => 0x1076
SKILLCREATE: "Item PoisonBlock" "Innate" "Miss Return"  => 0x1077
SKILLCREATE: "Item Poison II" "Innate" "Hit Cause"  => 0x1078
SKILLCREATE: "Item PetrifyBlock" "Innate" "Miss Return"  => 0x1079
SKILLCREATE: "Item NegateStun" "Innate" "Status"  => 0x107a
SKILLCREATE: "Item NegatePoison" "Innate" "Status"  => 0x107b
SKILLCREATE: "Item NegateCrowdDown" "Innate" "Status"  => 0x107c
SKILLCREATE: "Item NegateCritical" "Innate" "Status"  => 0x107d
SKILLCREATE: "Item NegateCharmConfusion" "Innate" "Status"  => 0x107e
SKILLCREATE: "Item NegateBlind" "Innate" "Status"  => 0x107f
SKILLCREATE: "Item MoveUP" "Innate" "Status"  => 0x1080
SKILLCREATE: "Item MoveToAttackUP" "Innate" "Status"  => 0x1081
SKILLCREATE: "Item MagicUP" "Innate" "Status"  => 0x1082
SKILLCREATE: "Item MagicStrengthUP" "Innate" "Status"  => 0x1083
SKILLCREATE: "Item MagicDefUP" "Innate" "Status"  => 0x1084
SKILLCREATE: "Item HPUP" "Innate" "Status"  => 0x1085
SKILLCREATE: "Item FireDamageReturn" "Innate" "Miss Return"  => 0x1086
SKILLCREATE: "Item EvadeMaleUP" "Innate" "Status"  => 0x1087
SKILLCREATE: "Item DoublePierce" "Innate" "Status"  => 0x1088
SKILLCREATE: "Item DoubleFrontProtection" "Innate" "Status"  => 0x1089
SKILLCREATE: "Item DoubleCounter" "Innate" "Hit Return"  => 0x108a
SKILLCREATE: "Item DeathFromBehind" "Innate" "Status"  => 0x108b
SKILLCREATE: "Item DeathDefense" "Innate" "Hit Return"  => 0x108c
SKILLCREATE: "Item Death" "Innate" "Hit Cause"  => 0x108d
SKILLCREATE: "Item DamageReturnMedium" "Innate" "Miss Return"  => 0x108e
SKILLCREATE: "Item DamageReturnLight" "Innate" "Miss Return"  => 0x108f
SKILLCREATE: "Item DamageReturnHeavy" "Innate" "Miss Return"  => 0x1090
SKILLCREATE: "Item DamageMale" "Innate" "Status"  => 0x1091
SKILLCREATE: "Item CrowdUp" "Innate" "Status"  => 0x1092
SKILLCREATE: "Item CriticalAttackUP" "Innate" "Status"  => 0x1093
SKILLCREATE: "Item Cripple" "Innate" "Crit Cause"  => 0x1094
SKILLCREATE: "Item CounterHalf" "Innate" "Status"  => 0x1095
SKILLCREATE: "Item ConfuseBlind" "Innate" "Miss Return"  => 0x1096
SKILLCREATE: "Item Confuse" "Innate" "Hit Cause"  => 0x1097
SKILLCREATE: "Item Burn" "Innate" "Hit Return"  => 0x1098
SKILLCREATE: "Item BuffUP" "Innate" "Status"  => 0x1099
SKILLCREATE: "Item BoostPP" "Innate" "Status"  => 0x109a
SKILLCREATE: "Item BlockAccDown" "Innate" "Miss Return"  => 0x109b
SKILLCREATE: "Item BlindCounter" "Innate" "Miss Return"  => 0x109c
SKILLCREATE: "Item Blind" "Innate" "Hit Cause"  => 0x109d
SKILLCREATE: "Item Bleeding" "Innate" "Hit Cause"  => 0x109e
SKILLCREATE: "Item BerserkOn" "Innate" "Status"  => 0x109f
SKILLCREATE: "Item BeastEvade" "Innate" "Status"  => 0x10a0
SKILLCREATE: "Item AutoReviveHalf" "Innate" "Status"  => 0x10a1
SKILLCREATE: "Item AmbushUP" "Innate" "Status"  => 0x10a2
SKILLCREATE: "Item AlwaysFace" "Innate" "Status"  => 0x10a3
SKILLCREATE: "Item AgilityUP" "Innate" "Status"  => 0x10a4
SKILLCREATE: "Item AffinityX2" "Innate" "Status"  => 0x10a5
SKILLCREATE: "Item AffinityUP" "Innate" "Status"  => 0x10a6
SKILLCREATE: "Item AddPoison" "Innate" "Hit Cause"  => 0x10a7
SKILLCREATE: "Gwazi Wiseguy" "Innate" "Miss Return"  => 0x10a8
SKILLCREATE: "Gwazi WiseGuySub" "Support" "One Time"  => 0x10a9
SKILLCREATE: "Gwazi WeaponThrow" "Attack" "Standard"  => 0x10aa
SKILLCREATE: "Gwazi WaterAffinity IV" "Attack" "Standard"  => 0x10ab
SKILLCREATE: "Gwazi WaterAffinity III" "Attack" "Standard"  => 0x10ac
SKILLCREATE: "Gwazi WaterAffinity II" "Attack" "Standard"  => 0x10ad
SKILLCREATE: "Gwazi WaterAffinity I" "Attack" "Standard"  => 0x10ae
SKILLCREATE: "Gwazi Turtle I" "Support" "Ongoing"  => 0x10af
SKILLCREATE: "Gwazi Trip" "Attack" "Standard"  => 0x10b0
SKILLCREATE: "Gwazi TargetHead" "Attack" "Standard"  => 0x10b1
SKILLCREATE: "Gwazi Smartass" "Innate" "Miss Return"  => 0x10b2
SKILLCREATE: "Gwazi SmartAssSub" "Support" "One Time"  => 0x10b3
SKILLCREATE: "Gwazi Slice" "Attack" "Standard"  => 0x10b4
SKILLCREATE: "Gwazi ShieldBypass" "Attack" "Standard"  => 0x10b5
SKILLCREATE: "Gwazi Shield" "Innate" "Defend"  => 0x10b6
SKILLCREATE: "Gwazi SandToss" "Support" "One Time"  => 0x10b7
SKILLCREATE: "Gwazi Run I" "Attack" "Standard"  => 0x10b8
SKILLCREATE: "Gwazi OffBalance" "Innate" "Miss Return"  => 0x10b9
SKILLCREATE: "Gwazi InfallibleAim" "Attack" "Standard"  => 0x10ba
SKILLCREATE: "Gwazi FireAffinity IV" "Attack" "Standard"  => 0x10bb
SKILLCREATE: "Gwazi FireAffinity III" "Attack" "Standard"  => 0x10bc
SKILLCREATE: "Gwazi FireAffinity II" "Attack" "Standard"  => 0x10bd
SKILLCREATE: "Gwazi FireAffinity I" "Attack" "Standard"  => 0x10be
SKILLCREATE: "Gwazi Evade" "Innate" "Defend"  => 0x10bf
SKILLCREATE: "Gwazi Evade II" "Innate" "Status"  => 0x10c0
SKILLCREATE: "Gwazi EarthAffinity IV" "Attack" "Standard"  => 0x10c1
SKILLCREATE: "Gwazi EarthAffinity III" "Attack" "Standard"  => 0x10c2
SKILLCREATE: "Gwazi EarthAffinity II" "Attack" "Standard"  => 0x10c3
SKILLCREATE: "Gwazi EarthAffinity I" "Attack" "Standard"  => 0x10c4
SKILLCREATE: "Gwazi DestroyShield" "Attack" "Standard"  => 0x10c5
SKILLCREATE: "Gwazi ComboChain IV" "Secondary" "Combo"  => 0x10c6
SKILLCREATE: "Gwazi ComboChain III" "Secondary" "Combo"  => 0x10c7
SKILLCREATE: "Gwazi ComboChain II" "Secondary" "Combo"  => 0x10c8
SKILLCREATE: "Gwazi ComboChain I" "Secondary" "Combo"  => 0x10c9
SKILLCREATE: "Gwazi Combo IV" "Attack" "Standard"  => 0x10ca
SKILLCREATE: "Gwazi Combo III" "Attack" "Standard"  => 0x10cb
SKILLCREATE: "Gwazi Combo II" "Attack" "Standard"  => 0x10cc
SKILLCREATE: "Gwazi Combo I" "Attack" "Standard"  => 0x10cd
SKILLCREATE: "Gwazi BackAttack" "Attack" "Surprise"  => 0x10ce
SKILLCREATE: "Gwazi Attack" "Attack" "Standard"  => 0x10cf
SKILLCREATE: "Gwazi AirAffinity IV" "Attack" "Standard"  => 0x10d0
SKILLCREATE: "Gwazi AirAffinity III" "Attack" "Standard"  => 0x10d1
SKILLCREATE: "Gwazi AirAffinity II" "Attack" "Standard"  => 0x10d2
SKILLCREATE: "Gwazi AirAffinity I" "Attack" "Standard"  => 0x10d3
SKILLCREATE: "Gungnir WaterAffinity IV" "Attack" "Standard"  => 0x10d4
SKILLCREATE: "Gungnir WaterAffinity III" "Attack" "Standard"  => 0x10d5
SKILLCREATE: "Gungnir WaterAffinity II" "Attack" "Standard"  => 0x10d6
SKILLCREATE: "Gungnir WaterAffinity I" "Attack" "Standard"  => 0x10d7
SKILLCREATE: "Gungnir UnstoppableThrow" "Attack" "Standard"  => 0x10d8
SKILLCREATE: "Gungnir TargetShield" "Attack" "Standard"  => 0x10d9
SKILLCREATE: "Gungnir TargetLeg" "Attack" "Standard"  => 0x10da
SKILLCREATE: "Gungnir TargetFoot" "Attack" "Standard"  => 0x10db
SKILLCREATE: "Gungnir TargetArm" "Attack" "Standard"  => 0x10dc
SKILLCREATE: "Gungnir PointBlankCantMiss" "Attack" "Standard"  => 0x10dd
SKILLCREATE: "Gungnir PoinBlankPowered" "Attack" "Standard"  => 0x10de
SKILLCREATE: "Gungnir FireAffinity IV" "Attack" "Standard"  => 0x10df
SKILLCREATE: "Gungnir FireAffinity III" "Attack" "Standard"  => 0x10e0
SKILLCREATE: "Gungnir FireAffinity II" "Attack" "Standard"  => 0x10e1
SKILLCREATE: "Gungnir FireAffinity I" "Attack" "Standard"  => 0x10e2
SKILLCREATE: "Gungnir ExplodingJavelin" "Attack" "Standard"  => 0x10e3
SKILLCREATE: "Gungnir Evade" "Innate" "Defend"  => 0x10e4
SKILLCREATE: "Gungnir EarthAffinity IV" "Attack" "Standard"  => 0x10e5
SKILLCREATE: "Gungnir EarthAffinity III" "Attack" "Standard"  => 0x10e6
SKILLCREATE: "Gungnir EarthAffinity II" "Attack" "Standard"  => 0x10e7
SKILLCREATE: "Gungnir EarthAffinity I" "Attack" "Standard"  => 0x10e8
SKILLCREATE: "Gungnir DistanceThrow IV" "Attack" "Standard"  => 0x10e9
SKILLCREATE: "Gungnir DistanceThrow III" "Attack" "Standard"  => 0x10ea
SKILLCREATE: "Gungnir DistanceThrow II" "Attack" "Standard"  => 0x10eb
SKILLCREATE: "Gungnir DistanceThrow I" "Attack" "Standard"  => 0x10ec
SKILLCREATE: "Gungnir CoverSub" "Attack" "Standard"  => 0x10ed
SKILLCREATE: "Gungnir Cover" "Support" "Ongoing"  => 0x10ee
SKILLCREATE: "Gungnir ComboChain IV" "Secondary" "Combo"  => 0x10ef
SKILLCREATE: "Gungnir ComboChain III" "Secondary" "Combo"  => 0x10f0
SKILLCREATE: "Gungnir ComboChain II" "Secondary" "Combo"  => 0x10f1
SKILLCREATE: "Gungnir ComboChain I" "Secondary" "Combo"  => 0x10f2
SKILLCREATE: "Gungnir Combo IV" "Attack" "Standard"  => 0x10f3
SKILLCREATE: "Gungnir Combo III" "Attack" "Standard"  => 0x10f4
SKILLCREATE: "Gungnir Combo II" "Attack" "Standard"  => 0x10f5
SKILLCREATE: "Gungnir Combo I" "Attack" "Standard"  => 0x10f6
SKILLCREATE: "Gungnir BearForm II" "Support" "One Time"  => 0x10f7
SKILLCREATE: "Gungnir BearForm I" "Support" "One Time"  => 0x10f8
SKILLCREATE: "Gungnir Awareness" "Innate" "Status"  => 0x10f9
SKILLCREATE: "Gungnir Attack" "Attack" "Standard"  => 0x10fa
SKILLCREATE: "Gungnir AirAffinity IV" "Attack" "Standard"  => 0x10fb
SKILLCREATE: "Gungnir AirAffinity III" "Attack" "Standard"  => 0x10fc
SKILLCREATE: "Gungnir AirAffinity II" "Attack" "Standard"  => 0x10fd
SKILLCREATE: "Gungnir AirAffinity I" "Attack" "Standard"  => 0x10fe
SKILLCREATE: "Galverg WideSwing" "Attack" "Standard"  => 0x10ff
SKILLCREATE: "Galverg Uppercut" "Attack" "Standard"  => 0x1100
SKILLCREATE: "Galverg Shockwave" "Attack" "Standard"  => 0x1101
SKILLCREATE: "Galverg Run II" "Attack" "Standard"  => 0x1102
SKILLCREATE: "Galverg Run I" "Attack" "Standard"  => 0x1103
SKILLCREATE: "Galverg RiposteSub" "Attack" "Standard"  => 0x1104
SKILLCREATE: "Galverg Riposte" "Innate" "Miss Return"  => 0x1105
SKILLCREATE: "Galverg PrecisionAttack" "Attack" "Standard"  => 0x1106
SKILLCREATE: "Galverg HeavyStrike" "Attack" "Standard"  => 0x1107
SKILLCREATE: "Galverg DestroyShield" "Attack" "Standard"  => 0x1108
SKILLCREATE: "Galverg DestroyHelm" "Attack" "Standard"  => 0x1109
SKILLCREATE: "Galverg DarkAffinity III" "Attack" "Standard"  => 0x110a
SKILLCREATE: "Galverg DarkAffinity II" "Attack" "Standard"  => 0x110b
SKILLCREATE: "Galverg DarkAffinity I" "Attack" "Standard"  => 0x110c
SKILLCREATE: "Galverg CripplingBlow" "Attack" "Standard"  => 0x110d
SKILLCREATE: "Galverg Block" "Innate" "Defend"  => 0x110e
SKILLCREATE: "Galverg BackAtchaSub" "Attack" "Standard"  => 0x110f
SKILLCREATE: "Galverg BackAtcha" "Innate" "Hit Return"  => 0x1110
SKILLCREATE: "Galverg Attack" "Attack" "Standard"  => 0x1111
SKILLCREATE: "Galdr Song:RageofAlderes II" "Support" "Ongoing"  => 0x1112
SKILLCREATE: "Galdr Song:RageofAlderes I" "Support" "Ongoing"  => 0x1113
SKILLCREATE: "Galdr Song:FuryofNorth" "Support" "Ongoing"  => 0x1114
SKILLCREATE: "Galdr Song:Fear" "Support" "One Time"  => 0x1115
SKILLCREATE: "Galdr Song:EternalDusk" "Support" "Ongoing"  => 0x1116
SKILLCREATE: "Galdr Song:ChantofClarity II" "Support" "Ongoing"  => 0x1117
SKILLCREATE: "Galdr Song:ChantofClarity I" "Support" "Ongoing"  => 0x1118
SKILLCREATE: "Galdr Song:BattleMarch" "Support" "Ongoing"  => 0x1119
SKILLCREATE: "Galdr ShriekoftheGaldr III" "Attack" "Standard"  => 0x111a
SKILLCREATE: "Galdr ShriekoftheGaldr II" "Attack" "Standard"  => 0x111b
SKILLCREATE: "Galdr ShriekoftheGaldr I" "Attack" "Standard"  => 0x111c
SKILLCREATE: "Galdr ShriekOfDisruption" "Support" "One Time"  => 0x111d
SKILLCREATE: "Galdr Evade" "Innate" "Defend"  => 0x111e
SKILLCREATE: "Galdr CryOfSacrifice" "Support" "One Time"  => 0x111f
SKILLCREATE: "Galdr CryOfRage" "Support" "One Time"  => 0x1120
SKILLCREATE: "Galdr CryOfCommand" "Support" "One Time"  => 0x1121
SKILLCREATE: "Galdr CryOfAwakening" "Support" "One Time"  => 0x1122
SKILLCREATE: "Galdr Attack" "Attack" "Standard"  => 0x1123
SKILLCREATE: "Eiji Wink" "Support" "Ongoing"  => 0x1124
SKILLCREATE: "Eiji WaterAffinity IV" "Attack" "Standard"  => 0x1125
SKILLCREATE: "Eiji WaterAffinity III" "Attack" "Standard"  => 0x1126
SKILLCREATE: "Eiji WaterAffinity II" "Attack" "Standard"  => 0x1127
SKILLCREATE: "Eiji WaterAffinity I" "Attack" "Standard"  => 0x1128
SKILLCREATE: "Eiji Volley" "Attack" "Standard"  => 0x1129
SKILLCREATE: "Eiji Sparks" "Attack" "Standard"  => 0x112a
SKILLCREATE: "Eiji RazorArrow" "Attack" "Standard"  => 0x112b
SKILLCREATE: "Eiji Punch" "Attack" "Standard"  => 0x112c
SKILLCREATE: "Eiji NerveArrow" "Attack" "Standard"  => 0x112d
SKILLCREATE: "Eiji LongShot III" "Attack" "Standard"  => 0x112e
SKILLCREATE: "Eiji LongShot II" "Attack" "Standard"  => 0x112f
SKILLCREATE: "Eiji LongShot I" "Attack" "Standard"  => 0x1130
SKILLCREATE: "Eiji Knee" "Attack" "Standard"  => 0x1131
SKILLCREATE: "Eiji FlashArrow" "Attack" "Standard"  => 0x1132
SKILLCREATE: "Eiji FireAffinity IV" "Attack" "Standard"  => 0x1133
SKILLCREATE: "Eiji FireAffinity III" "Attack" "Standard"  => 0x1134
SKILLCREATE: "Eiji FireAffinity II" "Attack" "Standard"  => 0x1135
SKILLCREATE: "Eiji FireAffinity I" "Attack" "Standard"  => 0x1136
SKILLCREATE: "Eiji Evade" "Innate" "Defend"  => 0x1137
SKILLCREATE: "Eiji Evade II" "Innate" "Status"  => 0x1138
SKILLCREATE: "Eiji EarthAffinity IV" "Attack" "Standard"  => 0x1139
SKILLCREATE: "Eiji EarthAffinity III" "Attack" "Standard"  => 0x113a
SKILLCREATE: "Eiji EarthAffinity II" "Attack" "Standard"  => 0x113b
SKILLCREATE: "Eiji EarthAffinity I" "Attack" "Standard"  => 0x113c
SKILLCREATE: "Eiji Daze" "Support" "One Time"  => 0x113d
SKILLCREATE: "Eiji CoverSub" "Attack" "Standard"  => 0x113e
SKILLCREATE: "Eiji Cover" "Support" "Ongoing"  => 0x113f
SKILLCREATE: "Eiji ComboChain IV" "Secondary" "Combo"  => 0x1140
SKILLCREATE: "Eiji ComboChain III" "Secondary" "Combo"  => 0x1141
SKILLCREATE: "Eiji ComboChain II" "Secondary" "Combo"  => 0x1142
SKILLCREATE: "Eiji ComboChain I" "Secondary" "Combo"  => 0x1143
SKILLCREATE: "Eiji Combo IV" "Attack" "Standard"  => 0x1144
SKILLCREATE: "Eiji Combo III" "Attack" "Standard"  => 0x1145
SKILLCREATE: "Eiji Combo II" "Attack" "Standard"  => 0x1146
SKILLCREATE: "Eiji Combo I" "Attack" "Standard"  => 0x1147
SKILLCREATE: "Eiji Charm" "Support" "One Time"  => 0x1148
SKILLCREATE: "Eiji Blind" "Support" "One Time"  => 0x1149
SKILLCREATE: "Eiji Attack" "Attack" "Standard"  => 0x114a
SKILLCREATE: "Eiji AirAffinity IV" "Attack" "Standard"  => 0x114b
SKILLCREATE: "Eiji AirAffinity III" "Attack" "Standard"  => 0x114c
SKILLCREATE: "Eiji AirAffinity II" "Attack" "Standard"  => 0x114d
SKILLCREATE: "Eiji AirAffinity I" "Attack" "Standard"  => 0x114e
SKILLCREATE: "Eiji AcidArrow" "Attack" "Standard"  => 0x114f
SKILLCREATE: "Dervish WindMovement" "Support" "One Time"  => 0x1150
SKILLCREATE: "Dervish Whirlwind II" "Support" "One Time"  => 0x1151
SKILLCREATE: "Dervish Whirlwind I" "Support" "One Time"  => 0x1152
SKILLCREATE: "Dervish WaterAffinity IV" "Attack" "Standard"  => 0x1153
SKILLCREATE: "Dervish WaterAffinity III" "Attack" "Standard"  => 0x1154
SKILLCREATE: "Dervish WaterAffinity II" "Attack" "Standard"  => 0x1155
SKILLCREATE: "Dervish WaterAffinity I" "Attack" "Standard"  => 0x1156
SKILLCREATE: "Dervish SurpriseAttack" "Attack" "Surprise"  => 0x1157
SKILLCREATE: "Dervish Slice" "Attack" "Standard"  => 0x1158
SKILLCREATE: "Dervish Run I" "Attack" "Standard"  => 0x1159
SKILLCREATE: "Dervish OffBalance" "Innate" "Miss Return"  => 0x115a
SKILLCREATE: "Dervish LightningReflexes" "Innate" "Status"  => 0x115b
SKILLCREATE: "Dervish FireAffinity IV" "Attack" "Standard"  => 0x115c
SKILLCREATE: "Dervish FireAffinity III" "Attack" "Standard"  => 0x115d
SKILLCREATE: "Dervish FireAffinity II" "Attack" "Standard"  => 0x115e
SKILLCREATE: "Dervish FireAffinity I" "Attack" "Standard"  => 0x115f
SKILLCREATE: "Dervish Evade" "Innate" "Defend"  => 0x1160
SKILLCREATE: "Dervish Evade II" "Innate" "Status"  => 0x1161
SKILLCREATE: "Dervish EarthAffinity IV" "Attack" "Standard"  => 0x1162
SKILLCREATE: "Dervish EarthAffinity III" "Attack" "Standard"  => 0x1163
SKILLCREATE: "Dervish EarthAffinity II" "Attack" "Standard"  => 0x1164
SKILLCREATE: "Dervish EarthAffinity I" "Attack" "Standard"  => 0x1165
SKILLCREATE: "Dervish DustDevil" "Support" "One Time"  => 0x1166
SKILLCREATE: "Dervish DustDevil II" "Attack" "Standard"  => 0x1167
SKILLCREATE: "Dervish DesertVeil" "Innate" "Status"  => 0x1168
SKILLCREATE: "Dervish ComboChain IV" "Secondary" "Combo"  => 0x1169
SKILLCREATE: "Dervish ComboChain III" "Secondary" "Combo"  => 0x116a
SKILLCREATE: "Dervish ComboChain II" "Secondary" "Combo"  => 0x116b
SKILLCREATE: "Dervish ComboChain I" "Secondary" "Combo"  => 0x116c
SKILLCREATE: "Dervish Combo IV" "Attack" "Standard"  => 0x116d
SKILLCREATE: "Dervish Combo III" "Attack" "Standard"  => 0x116e
SKILLCREATE: "Dervish Combo II" "Attack" "Standard"  => 0x116f
SKILLCREATE: "Dervish Combo I" "Attack" "Standard"  => 0x1170
SKILLCREATE: "Dervish BoneSpray" "Attack" "Standard"  => 0x1171
SKILLCREATE: "Dervish BloodLetter II" "Attack" "Standard"  => 0x1172
SKILLCREATE: "Dervish BloodLetter I" "Attack" "Standard"  => 0x1173
SKILLCREATE: "Dervish Attack" "Attack" "Standard"  => 0x1174
SKILLCREATE: "Dervish AirImmunity" "Innate" "Status"  => 0x1175
SKILLCREATE: "Dervish AirAffinity IV" "Attack" "Standard"  => 0x1176
SKILLCREATE: "Dervish AirAffinity III" "Attack" "Standard"  => 0x1177
SKILLCREATE: "Dervish AirAffinity II" "Attack" "Standard"  => 0x1178
SKILLCREATE: "Dervish AirAffinity I" "Attack" "Standard"  => 0x1179
SKILLCREATE: "Dervish Adreniline" "Innate" "Status"  => 0x117a
SKILLCREATE: "DarkWolf Turlte I" "Support" "Ongoing"  => 0x117b
SKILLCREATE: "DarkWolf TearThroat" "Attack" "Standard"  => 0x117c
SKILLCREATE: "DarkWolf TearThroat II" "Attack" "Standard"  => 0x117d
SKILLCREATE: "DarkWolf TargetLeg" "Attack" "Standard"  => 0x117e
SKILLCREATE: "DarkWolf Snarl II" "Support" "One Time"  => 0x117f
SKILLCREATE: "DarkWolf Snarl I" "Support" "One Time"  => 0x1180
SKILLCREATE: "DarkWolf Poison" "Innate" "Hit Cause"  => 0x1181
SKILLCREATE: "DarkWolf PackMentality II" "Innate" "Hit Cause"  => 0x1182
SKILLCREATE: "DarkWolf Evade" "Innate" "Defend"  => 0x1183
SKILLCREATE: "DarkWolf DarkAffinity III" "Attack" "Standard"  => 0x1184
SKILLCREATE: "DarkWolf DarkAffinity II" "Attack" "Standard"  => 0x1185
SKILLCREATE: "DarkWolf DarkAffinity I" "Attack" "Standard"  => 0x1186
SKILLCREATE: "DarkWolf ComboChain IV" "Secondary" "Combo"  => 0x1187
SKILLCREATE: "DarkWolf ComboChain III" "Secondary" "Combo"  => 0x1188
SKILLCREATE: "DarkWolf ComboChain II" "Secondary" "Combo"  => 0x1189
SKILLCREATE: "DarkWolf ComboChain I" "Secondary" "Combo"  => 0x118a
SKILLCREATE: "DarkWolf Combo IV" "Attack" "Standard"  => 0x118b
SKILLCREATE: "DarkWolf Combo III" "Attack" "Standard"  => 0x118c
SKILLCREATE: "DarkWolf Combo II" "Attack" "Standard"  => 0x118d
SKILLCREATE: "DarkWolf Combo I" "Attack" "Standard"  => 0x118e
SKILLCREATE: "DarkWolf Attack" "Attack" "Standard"  => 0x118f
SKILLCREATE: "DarkWolf AffinityDrain" "Support" "One Time"  => 0x1190
SKILLCREATE: "DarkLegionnaire Turtle II" "Support" "Ongoing"  => 0x1191
SKILLCREATE: "DarkLegionnaire Turtle I" "Support" "Ongoing"  => 0x1192
SKILLCREATE: "DarkLegionnaire TargetLeg" "Attack" "Standard"  => 0x1193
SKILLCREATE: "DarkLegionnaire TargetHead" "Attack" "Standard"  => 0x1194
SKILLCREATE: "DarkLegionnaire Shield" "Innate" "Defend"  => 0x1195
SKILLCREATE: "DarkLegionnaire RiposteSub" "Attack" "Standard"  => 0x1196
SKILLCREATE: "DarkLegionnaire Riposte" "Innate" "Miss Return"  => 0x1197
SKILLCREATE: "DarkLegionnaire PrecisionAttack" "Attack" "Standard"  => 0x1198
SKILLCREATE: "DarkLegionnaire PracticedManeuvers" "Innate" "Status"  => 0x1199
SKILLCREATE: "DarkLegionnaire Orders" "Innate" "Status"  => 0x119a
SKILLCREATE: "DarkLegionnaire OffBalance" "Innate" "Miss Return"  => 0x119b
SKILLCREATE: "DarkLegionnaire IndomitableWill" "Innate" "Status"  => 0x119c
SKILLCREATE: "DarkLegionnaire Evade II" "Innate" "Status"  => 0x119d
SKILLCREATE: "DarkLegionnaire Discipline" "Innate" "Status"  => 0x119e
SKILLCREATE: "DarkLegionnaire DestroyShield" "Attack" "Standard"  => 0x119f
SKILLCREATE: "DarkLegionnaire DestroyHelm" "Attack" "Standard"  => 0x11a0
SKILLCREATE: "DarkLegionnaire DarkAffinity III" "Attack" "Standard"  => 0x11a1
SKILLCREATE: "DarkLegionnaire DarkAffinity II" "Attack" "Standard"  => 0x11a2
SKILLCREATE: "DarkLegionnaire DarkAffinity I" "Attack" "Standard"  => 0x11a3
SKILLCREATE: "DarkLegionnaire ComboChain IV" "Secondary" "Combo"  => 0x11a4
SKILLCREATE: "DarkLegionnaire ComboChain III" "Secondary" "Combo"  => 0x11a5
SKILLCREATE: "DarkLegionnaire ComboChain II" "Secondary" "Combo"  => 0x11a6
SKILLCREATE: "DarkLegionnaire ComboChain I" "Secondary" "Combo"  => 0x11a7
SKILLCREATE: "DarkLegionnaire Combo IV" "Attack" "Standard"  => 0x11a8
SKILLCREATE: "DarkLegionnaire Combo III" "Attack" "Standard"  => 0x11a9
SKILLCREATE: "DarkLegionnaire Combo II" "Attack" "Standard"  => 0x11aa
SKILLCREATE: "DarkLegionnaire Combo I" "Attack" "Standard"  => 0x11ab
SKILLCREATE: "DarkLegionnaire Block" "Innate" "Defend"  => 0x11ac
SKILLCREATE: "DarkLegionnaire Awareness" "Innate" "Status"  => 0x11ad
SKILLCREATE: "DarkLegionnaire Attack" "Attack" "Standard"  => 0x11ae
SKILLCREATE: "DarkGodShiva Nimble" "Innate" "Status"  => 0x11af
SKILLCREATE: "DarkGodShiva Immunity" "Innate" "Status"  => 0x11b0
SKILLCREATE: "DarkGodShiva Charm" "Support" "One Time"  => 0x11b1
SKILLCREATE: "DarkGodShiva Block" "Innate" "Defend"  => 0x11b2
SKILLCREATE: "DarkGodShiva BackAtchaSub" "Attack" "Standard"  => 0x11b3
SKILLCREATE: "DarkGodShiva BackAtcha" "Innate" "Hit Return"  => 0x11b4
SKILLCREATE: "DarkGodShiva Attack" "Attack" "Standard"  => 0x11b5
SKILLCREATE: "DarkGodKnight Wideswing" "Attack" "Standard"  => 0x11b6
SKILLCREATE: "DarkGodKnight Block" "Innate" "Defend"  => 0x11b7
SKILLCREATE: "DarkGodKnight Attack" "Attack" "Standard"  => 0x11b8
SKILLCREATE: "DarkGodFace SummonWolf" "Support" "One Time"  => 0x11b9
SKILLCREATE: "DarkGodFace SummonCat" "Support" "One Time"  => 0x11ba
SKILLCREATE: "DarkGodDragon KnockBack" "Attack" "Standard"  => 0x11bb
SKILLCREATE: "DarkGodDragon Invulnerability" "Support" "One Time"  => 0x11bc
SKILLCREATE: "DarkGodDragon FireBreath" "Attack" "Standard"  => 0x11bd
SKILLCREATE: "DarkGodDragon Breathknights" "Attack" "Standard"  => 0x11be
SKILLCREATE: "DarkGodDragon BreathShiva" "Attack" "Standard"  => 0x11bf
SKILLCREATE: "DarkGodDragon BreathFace" "Attack" "Standard"  => 0x11c0
SKILLCREATE: "DarkGodDragon Bite" "Attack" "Standard"  => 0x11c1
SKILLCREATE: "DarkGod Immunities" "Innate" "Status"  => 0x11c2
SKILLCREATE: "DarkCat Turtle II" "Support" "Ongoing"  => 0x11c3
SKILLCREATE: "DarkCat Turtle I" "Support" "Ongoing"  => 0x11c4
SKILLCREATE: "DarkCat Scratch" "Attack" "Standard"  => 0x11c5
SKILLCREATE: "DarkCat RiposteSub" "Attack" "Standard"  => 0x11c6
